VideoID,StartTime,EndTime,Label,MisalignmentType,Category,FilePath
F2qTJjE0pUc,4.08,7.13,Negative,mute,Bark,../data_samples/generated_samples2/F2qTJjE0pUc_4.08_7.13_bad_mute.mp4
F2qTJjE0pUc,7.13,9.26,Negative,mute,Bark,../data_samples/generated_samples2/F2qTJjE0pUc_7.13_9.26_bad_mute.mp4
JnvJwrYVeJA,6.0,8.97,Negative,noise,Bark,../data_samples/generated_samples2/JnvJwrYVeJA_6.00_8.97_bad_noise.mp4
0kTHgSzQkfw,5.0,7.72,Negative,noise,Bark,../data_samples/generated_samples2/0kTHgSzQkfw_5.00_7.72_bad_noise.mp4
5KEPA_ORiVI,2.0,4.0,Positive,None,Bark,../data_samples/generated_samples2/5KEPA_ORiVI_2.00_4.00_good.mp4
-P6nEMyReaE,0.0,3.22,Negative,distort,Bark,../data_samples/generated_samples2/-P6nEMyReaE_0.00_3.22_bad_distort.mp4
-P6nEMyReaE,3.22,5.96,Negative,distort,Bark,../data_samples/generated_samples2/-P6nEMyReaE_3.22_5.96_bad_distort.mp4
NeWW30WZjPc,0.0,3.34,Positive,None,Bark,../data_samples/generated_samples2/NeWW30WZjPc_0.00_3.34_good.mp4
NeWW30WZjPc,3.34,8.6,Negative,mute,Bark,../data_samples/generated_samples2/NeWW30WZjPc_3.34_8.60_bad_mute.mp4
2R8c_BR_kSQ,0.0,2.6,Positive,None,Bark,../data_samples/generated_samples2/2R8c_BR_kSQ_0.00_2.60_good.mp4
MniYxgrxMu8,0.0,3.92,Negative,mute,Bark,../data_samples/generated_samples2/MniYxgrxMu8_0.00_3.92_bad_mute.mp4
MniYxgrxMu8,3.92,6.63,Negative,noise,Bark,../data_samples/generated_samples2/MniYxgrxMu8_3.92_6.63_bad_noise.mp4
MniYxgrxMu8,6.63,9.18,Negative,distort,Bark,../data_samples/generated_samples2/MniYxgrxMu8_6.63_9.18_bad_distort.mp4
LEcrcFHKb-I,1.0,4.12,Negative,time_shift,Bark,../data_samples/generated_samples2/LEcrcFHKb-I_1.00_4.12_bad_time_shift.mp4
LEcrcFHKb-I,4.12,9.17,Positive,None,Bark,../data_samples/generated_samples2/LEcrcFHKb-I_4.12_9.17_good.mp4
FVIFuRVAF5U,3.0,5.0,Positive,None,Bark,../data_samples/generated_samples2/FVIFuRVAF5U_3.00_5.00_good.mp4
DuYDDdcT-DM,2.0,6.73,Negative,noise,Bark,../data_samples/generated_samples2/DuYDDdcT-DM_2.00_6.73_bad_noise.mp4
DuYDDdcT-DM,6.73,9.43,Negative,mute,Bark,../data_samples/generated_samples2/DuYDDdcT-DM_6.73_9.43_bad_mute.mp4
HeLXU0sydjA,6.0,9.66,Positive,None,Bark,../data_samples/generated_samples2/HeLXU0sydjA_6.00_9.66_good.mp4
-5rnGk2e1ao,7.0,9.82,Negative,distort,Bark,../data_samples/generated_samples2/-5rnGk2e1ao_7.00_9.82_bad_distort.mp4
F3AsQHJE5E0,8.0,10.0,Negative,noise,Bark,../data_samples/generated_samples2/F3AsQHJE5E0_8.00_10.00_bad_noise.mp4
CalrtHAXuqs,7.0,9.25,Positive,None,Bark,../data_samples/generated_samples2/CalrtHAXuqs_7.00_9.25_good.mp4
Iu25yrsetUM,0.0,2.72,Negative,mute,Bark,../data_samples/generated_samples2/Iu25yrsetUM_0.00_2.72_bad_mute.mp4
BJkDuJ2Q3uo,3.0,7.97,Negative,distort,Bark,../data_samples/generated_samples2/BJkDuJ2Q3uo_3.00_7.97_bad_distort.mp4
4dbhc3pklcQ,0.0,4.14,Negative,mute,Bark,../data_samples/generated_samples2/4dbhc3pklcQ_0.00_4.14_bad_mute.mp4
4dbhc3pklcQ,4.14,7.86,Positive,None,Bark,../data_samples/generated_samples2/4dbhc3pklcQ_4.14_7.86_good.mp4
LpfewILEuUU,1.0,3.44,Positive,None,Bark,../data_samples/generated_samples2/LpfewILEuUU_1.00_3.44_good.mp4
LpfewILEuUU,3.44,6.43,Positive,None,Bark,../data_samples/generated_samples2/LpfewILEuUU_3.44_6.43_good.mp4
LpfewILEuUU,6.43,9.47,Negative,mute,Bark,../data_samples/generated_samples2/LpfewILEuUU_6.43_9.47_bad_mute.mp4
CULZ1SLVGss,3.0,5.0,Negative,time_shift,Bark,../data_samples/generated_samples2/CULZ1SLVGss_3.00_5.00_bad_time_shift.mp4
EIy5p1Xdgxs,0.0,2.39,Positive,None,Bark,../data_samples/generated_samples2/EIy5p1Xdgxs_0.00_2.39_good.mp4
EIy5p1Xdgxs,2.39,4.97,Negative,mute,Bark,../data_samples/generated_samples2/EIy5p1Xdgxs_2.39_4.97_bad_mute.mp4
EIy5p1Xdgxs,4.97,6.99,Negative,distort,Bark,../data_samples/generated_samples2/EIy5p1Xdgxs_4.97_6.99_bad_distort.mp4
5eMCEnwZkcY,0.0,5.09,Negative,mute,Bark,../data_samples/generated_samples2/5eMCEnwZkcY_0.00_5.09_bad_mute.mp4
5eMCEnwZkcY,5.09,8.8,Positive,None,Bark,../data_samples/generated_samples2/5eMCEnwZkcY_5.09_8.80_good.mp4
2_ljDKHdv6g,4.0,6.59,Positive,None,Bark,../data_samples/generated_samples2/2_ljDKHdv6g_4.00_6.59_good.mp4
HA9yvpvCI7o,8.0,10.0,Positive,None,Bark,../data_samples/generated_samples2/HA9yvpvCI7o_8.00_10.00_good.mp4
CNxIeasZD74,0.0,2.7,Positive,None,Bark,../data_samples/generated_samples2/CNxIeasZD74_0.00_2.70_good.mp4
CZVMFTPG_RE,1.0,5.08,Negative,mute,Bark,../data_samples/generated_samples2/CZVMFTPG_RE_1.00_5.08_bad_mute.mp4
CZVMFTPG_RE,5.08,8.1,Positive,None,Bark,../data_samples/generated_samples2/CZVMFTPG_RE_5.08_8.10_good.mp4
Hdu21U_FVs8,6.0,8.6,Positive,None,Bark,../data_samples/generated_samples2/Hdu21U_FVs8_6.00_8.60_good.mp4
7KSXUptBBYQ,1.0,3.09,Positive,None,Bark,../data_samples/generated_samples2/7KSXUptBBYQ_1.00_3.09_good.mp4
7KSXUptBBYQ,3.09,5.75,Positive,None,Bark,../data_samples/generated_samples2/7KSXUptBBYQ_3.09_5.75_good.mp4
7MWwLEBjki8,4.0,8.06,Negative,distort,Bark,../data_samples/generated_samples2/7MWwLEBjki8_4.00_8.06_bad_distort.mp4
DxXFfGtu2zQ,1.0,6.83,Positive,None,Bark,../data_samples/generated_samples2/DxXFfGtu2zQ_1.00_6.83_good.mp4
-84CyEpynsY,0.0,4.39,Positive,None,Bark,../data_samples/generated_samples2/-84CyEpynsY_0.00_4.39_good.mp4
7jUSEnnh5Ew,0.0,2.75,Positive,None,Bark,../data_samples/generated_samples2/7jUSEnnh5Ew_0.00_2.75_good.mp4
7jUSEnnh5Ew,2.75,7.38,Negative,distort,Bark,../data_samples/generated_samples2/7jUSEnnh5Ew_2.75_7.38_bad_distort.mp4
7jUSEnnh5Ew,7.38,9.63,Negative,time_shift,Bark,../data_samples/generated_samples2/7jUSEnnh5Ew_7.38_9.63_bad_time_shift.mp4
FsTXNxD8M2A,7.0,9.0,Negative,time_shift,Bark,../data_samples/generated_samples2/FsTXNxD8M2A_7.00_9.00_bad_time_shift.mp4
ElVlgv58uLI,5.0,7.31,Positive,None,Bark,../data_samples/generated_samples2/ElVlgv58uLI_5.00_7.31_good.mp4
ElVlgv58uLI,7.31,9.91,Negative,mute,Bark,../data_samples/generated_samples2/ElVlgv58uLI_7.31_9.91_bad_mute.mp4
5hoASlZuPeQ,5.0,7.59,Negative,mute,Bark,../data_samples/generated_samples2/5hoASlZuPeQ_5.00_7.59_bad_mute.mp4
5hoASlZuPeQ,7.59,9.64,Negative,distort,Bark,../data_samples/generated_samples2/5hoASlZuPeQ_7.59_9.64_bad_distort.mp4
FIzJB8UAB7s,0.0,2.0,Negative,mute,Bark,../data_samples/generated_samples2/FIzJB8UAB7s_0.00_2.00_bad_mute.mp4
JBFvyolYWfA,8.0,10.0,Positive,None,Bark,../data_samples/generated_samples2/JBFvyolYWfA_8.00_10.00_good.mp4
B6kHGmBYycY,0.0,3.63,Negative,distort,Bark,../data_samples/generated_samples2/B6kHGmBYycY_0.00_3.63_bad_distort.mp4
FRp2f-WKa7s,4.0,6.0,Positive,None,Bark,../data_samples/generated_samples2/FRp2f-WKa7s_4.00_6.00_good.mp4
GmetnCLxFHE,2.0,4.95,Positive,None,Bark,../data_samples/generated_samples2/GmetnCLxFHE_2.00_4.95_good.mp4
GmetnCLxFHE,4.95,7.31,Negative,distort,Bark,../data_samples/generated_samples2/GmetnCLxFHE_4.95_7.31_bad_distort.mp4
GmetnCLxFHE,7.31,9.57,Positive,None,Bark,../data_samples/generated_samples2/GmetnCLxFHE_7.31_9.57_good.mp4
Iwz2CW1hsVI,6.0,9.15,Negative,noise,Bark,../data_samples/generated_samples2/Iwz2CW1hsVI_6.00_9.15_bad_noise.mp4
E0IxV6UEqZ8,0.0,3.95,Positive,None,Bark,../data_samples/generated_samples2/E0IxV6UEqZ8_0.00_3.95_good.mp4
E0IxV6UEqZ8,3.95,7.59,Positive,None,Bark,../data_samples/generated_samples2/E0IxV6UEqZ8_3.95_7.59_good.mp4
DZlflb3NkZ8,4.0,7.96,Negative,distort,Bark,../data_samples/generated_samples2/DZlflb3NkZ8_4.00_7.96_bad_distort.mp4
DZlflb3NkZ8,7.96,9.97,Positive,None,Bark,../data_samples/generated_samples2/DZlflb3NkZ8_7.96_9.97_good.mp4
HdOeLKqorQU,3.0,8.46,Negative,noise,Bark,../data_samples/generated_samples2/HdOeLKqorQU_3.00_8.46_bad_noise.mp4
BXmugBgPWcA,1.0,3.59,Negative,distort,Bark,../data_samples/generated_samples2/BXmugBgPWcA_1.00_3.59_bad_distort.mp4
BXmugBgPWcA,3.59,5.75,Negative,distort,Bark,../data_samples/generated_samples2/BXmugBgPWcA_3.59_5.75_bad_distort.mp4
LyUDAW2U9Z8,6.0,9.42,Negative,distort,Bark,../data_samples/generated_samples2/LyUDAW2U9Z8_6.00_9.42_bad_distort.mp4
I89oTOuj1Ew,2.0,4.67,Positive,None,Bark,../data_samples/generated_samples2/I89oTOuj1Ew_2.00_4.67_good.mp4
I89oTOuj1Ew,4.67,8.55,Negative,time_shift,Bark,../data_samples/generated_samples2/I89oTOuj1Ew_4.67_8.55_bad_time_shift.mp4
NOy1JrCodP8,1.0,3.9,Negative,time_shift,Bark,../data_samples/generated_samples2/NOy1JrCodP8_1.00_3.90_bad_time_shift.mp4
NOy1JrCodP8,3.9,7.05,Negative,mute,Bark,../data_samples/generated_samples2/NOy1JrCodP8_3.90_7.05_bad_mute.mp4
NOy1JrCodP8,7.05,9.79,Positive,None,Bark,../data_samples/generated_samples2/NOy1JrCodP8_7.05_9.79_good.mp4
BhO04bUXL54,6.0,8.0,Negative,noise,Bark,../data_samples/generated_samples2/BhO04bUXL54_6.00_8.00_bad_noise.mp4
2Pdig-LaQo0,0.0,4.97,Positive,None,Bark,../data_samples/generated_samples2/2Pdig-LaQo0_0.00_4.97_good.mp4
3KALVyKRScs,0.0,2.0,Positive,None,Bark,../data_samples/generated_samples2/3KALVyKRScs_0.00_2.00_good.mp4
6ExUE6V95Tw,0.0,2.6,Negative,mute,Bark,../data_samples/generated_samples2/6ExUE6V95Tw_0.00_2.60_bad_mute.mp4
6ExUE6V95Tw,2.6,4.0,Negative,time_shift,Bark,../data_samples/generated_samples2/6ExUE6V95Tw_2.60_4.00_bad_time_shift.mp4
CTMn3L0C5kI,1.0,6.46,Positive,None,Bark,../data_samples/generated_samples2/CTMn3L0C5kI_1.00_6.46_good.mp4
CTMn3L0C5kI,6.46,8.64,Negative,distort,Bark,../data_samples/generated_samples2/CTMn3L0C5kI_6.46_8.64_bad_distort.mp4
Jrxdl7VGP9E,0.0,2.66,Positive,None,Bark,../data_samples/generated_samples2/Jrxdl7VGP9E_0.00_2.66_good.mp4
Jrxdl7VGP9E,2.66,5.13,Positive,None,Bark,../data_samples/generated_samples2/Jrxdl7VGP9E_2.66_5.13_good.mp4
Jrxdl7VGP9E,5.13,7.31,Negative,mute,Bark,../data_samples/generated_samples2/Jrxdl7VGP9E_5.13_7.31_bad_mute.mp4
8x8WnIpPisw,0.0,3.79,Negative,mute,Bark,../data_samples/generated_samples2/8x8WnIpPisw_0.00_3.79_bad_mute.mp4
ALP8_z817Uw,0.0,3.72,Positive,None,Bark,../data_samples/generated_samples2/ALP8_z817Uw_0.00_3.72_good.mp4
MXBgLjHZcHA,4.0,6.0,Negative,time_shift,Bark,../data_samples/generated_samples2/MXBgLjHZcHA_4.00_6.00_bad_time_shift.mp4
8VFNMp5K9zM,6.0,8.0,Positive,None,Bark,../data_samples/generated_samples2/8VFNMp5K9zM_6.00_8.00_good.mp4
Eytilpo3UhE,0.0,3.4,Positive,None,Bark,../data_samples/generated_samples2/Eytilpo3UhE_0.00_3.40_good.mp4
C1EZ_2Fm1O4,8.0,10.0,Negative,noise,Bark,../data_samples/generated_samples2/C1EZ_2Fm1O4_8.00_10.00_bad_noise.mp4
E0sj3IDKZME,2.0,7.05,Negative,distort,Bark,../data_samples/generated_samples2/E0sj3IDKZME_2.00_7.05_bad_distort.mp4
JJAwEOQr7Co,3.0,5.43,Negative,distort,Bark,../data_samples/generated_samples2/JJAwEOQr7Co_3.00_5.43_bad_distort.mp4
JJAwEOQr7Co,5.43,7.79,Negative,time_shift,Bark,../data_samples/generated_samples2/JJAwEOQr7Co_5.43_7.79_bad_time_shift.mp4
Gor0hFplM-U,5.0,9.38,Positive,None,Bark,../data_samples/generated_samples2/Gor0hFplM-U_5.00_9.38_good.mp4
J-Igx1Ucy-Y,4.0,6.0,Negative,mute,Bark,../data_samples/generated_samples2/J-Igx1Ucy-Y_4.00_6.00_bad_mute.mp4
9De2rgypTfo,2.0,5.82,Positive,None,Bark,../data_samples/generated_samples2/9De2rgypTfo_2.00_5.82_good.mp4
9De2rgypTfo,5.82,8.88,Negative,mute,Bark,../data_samples/generated_samples2/9De2rgypTfo_5.82_8.88_bad_mute.mp4
6Flj55tSIQE,1.0,3.0,Negative,noise,Bark,../data_samples/generated_samples2/6Flj55tSIQE_1.00_3.00_bad_noise.mp4
-BJNMHMZDcU,1.0,6.87,Negative,mute,Bark,../data_samples/generated_samples2/-BJNMHMZDcU_1.00_6.87_bad_mute.mp4
-BJNMHMZDcU,6.87,9.8,Negative,mute,Bark,../data_samples/generated_samples2/-BJNMHMZDcU_6.87_9.80_bad_mute.mp4
B9C0Op7MmkM,2.0,4.68,Negative,mute,Bark,../data_samples/generated_samples2/B9C0Op7MmkM_2.00_4.68_bad_mute.mp4
As5Pqpb3fsg,0.0,3.79,Positive,None,Bark,../data_samples/generated_samples2/As5Pqpb3fsg_0.00_3.79_good.mp4
8Jil7lxOl3w,2.0,4.18,Positive,None,Bark,../data_samples/generated_samples2/8Jil7lxOl3w_2.00_4.18_good.mp4
8Jil7lxOl3w,4.18,8.57,Positive,None,Bark,../data_samples/generated_samples2/8Jil7lxOl3w_4.18_8.57_good.mp4
1KZ0cJhqmW4,2.0,5.86,Positive,None,Bark,../data_samples/generated_samples2/1KZ0cJhqmW4_2.00_5.86_good.mp4
DRSiR-dkmU8,0.0,3.77,Negative,noise,Bark,../data_samples/generated_samples2/DRSiR-dkmU8_0.00_3.77_bad_noise.mp4
DRSiR-dkmU8,3.77,5.77,Positive,None,Bark,../data_samples/generated_samples2/DRSiR-dkmU8_3.77_5.77_good.mp4
-9YohOxYZ0Q,2.0,7.53,Negative,noise,Bark,../data_samples/generated_samples2/-9YohOxYZ0Q_2.00_7.53_bad_noise.mp4
9nn7njUNYP8,7.0,9.0,Negative,time_shift,Bark,../data_samples/generated_samples2/9nn7njUNYP8_7.00_9.00_bad_time_shift.mp4
Baue01N86wE,0.0,3.08,Positive,None,Bark,../data_samples/generated_samples2/Baue01N86wE_0.00_3.08_good.mp4
5C2Ogf7efdU,0.0,2.21,Positive,None,Bark,../data_samples/generated_samples2/5C2Ogf7efdU_0.00_2.21_good.mp4
5C2Ogf7efdU,2.21,5.33,Negative,time_shift,Bark,../data_samples/generated_samples2/5C2Ogf7efdU_2.21_5.33_bad_time_shift.mp4
MM9O504q7Zc,5.0,7.0,Positive,None,Bark,../data_samples/generated_samples2/MM9O504q7Zc_5.00_7.00_good.mp4
MM9O504q7Zc,7.0,9.48,Positive,None,Bark,../data_samples/generated_samples2/MM9O504q7Zc_7.00_9.48_good.mp4
2QKUFwKvRbA,0.0,4.08,Negative,mute,Bark,../data_samples/generated_samples2/2QKUFwKvRbA_0.00_4.08_bad_mute.mp4
2QKUFwKvRbA,4.08,7.82,Positive,None,Bark,../data_samples/generated_samples2/2QKUFwKvRbA_4.08_7.82_good.mp4
2QKUFwKvRbA,7.82,9.82,Negative,time_shift,Bark,../data_samples/generated_samples2/2QKUFwKvRbA_7.82_9.82_bad_time_shift.mp4
M7hcb2v2Z_0,0.0,3.53,Negative,mute,Bark,../data_samples/generated_samples2/M7hcb2v2Z_0_0.00_3.53_bad_mute.mp4
M7hcb2v2Z_0,3.53,8.45,Negative,noise,Bark,../data_samples/generated_samples2/M7hcb2v2Z_0_3.53_8.45_bad_noise.mp4
KibkO30TIGQ,0.0,3.53,Positive,None,Bark,../data_samples/generated_samples2/KibkO30TIGQ_0.00_3.53_good.mp4
KibkO30TIGQ,3.53,8.78,Positive,None,Bark,../data_samples/generated_samples2/KibkO30TIGQ_3.53_8.78_good.mp4
J3_Q0qL3raQ,0.0,4.12,Negative,mute,Bark,../data_samples/generated_samples2/J3_Q0qL3raQ_0.00_4.12_bad_mute.mp4
J3_Q0qL3raQ,4.12,6.15,Positive,None,Bark,../data_samples/generated_samples2/J3_Q0qL3raQ_4.12_6.15_good.mp4
J3_Q0qL3raQ,6.15,9.35,Positive,None,Bark,../data_samples/generated_samples2/J3_Q0qL3raQ_6.15_9.35_good.mp4
BaT_gnccoF4,0.0,5.68,Negative,noise,Bark,../data_samples/generated_samples2/BaT_gnccoF4_0.00_5.68_bad_noise.mp4
BaT_gnccoF4,5.68,9.11,Positive,None,Bark,../data_samples/generated_samples2/BaT_gnccoF4_5.68_9.11_good.mp4
2u43chNze4A,1.0,3.0,Positive,None,Bark,../data_samples/generated_samples2/2u43chNze4A_1.00_3.00_good.mp4
4RhARbjonAQ,0.0,5.01,Negative,mute,Bark,../data_samples/generated_samples2/4RhARbjonAQ_0.00_5.01_bad_mute.mp4
4RhARbjonAQ,5.01,8.77,Positive,None,Bark,../data_samples/generated_samples2/4RhARbjonAQ_5.01_8.77_good.mp4
N4QGTrobCxs,0.0,2.25,Positive,None,Bark,../data_samples/generated_samples2/N4QGTrobCxs_0.00_2.25_good.mp4
I-1qF2Aa-uQ,0.0,2.25,Negative,distort,Bark,../data_samples/generated_samples2/I-1qF2Aa-uQ_0.00_2.25_bad_distort.mp4
IXAL71JiSAI,1.0,6.5,Positive,None,Bark,../data_samples/generated_samples2/IXAL71JiSAI_1.00_6.50_good.mp4
3iYj8V-OxJM,5.0,8.55,Negative,mute,Bark,../data_samples/generated_samples2/3iYj8V-OxJM_5.00_8.55_bad_mute.mp4
2xobBryGD3A,0.0,4.58,Positive,None,Bark,../data_samples/generated_samples2/2xobBryGD3A_0.00_4.58_good.mp4
1uSavuICk1M,0.0,3.98,Positive,None,Bark,../data_samples/generated_samples2/1uSavuICk1M_0.00_3.98_good.mp4
1uSavuICk1M,3.98,6.43,Positive,None,Bark,../data_samples/generated_samples2/1uSavuICk1M_3.98_6.43_good.mp4
1uSavuICk1M,6.43,9.21,Negative,mute,Bark,../data_samples/generated_samples2/1uSavuICk1M_6.43_9.21_bad_mute.mp4
KZD8Y_feKXg,8.0,10.0,Negative,mute,Bark,../data_samples/generated_samples2/KZD8Y_feKXg_8.00_10.00_bad_mute.mp4
6KGCKKkHEjU,6.0,9.09,Positive,None,Bark,../data_samples/generated_samples2/6KGCKKkHEjU_6.00_9.09_good.mp4
Ao4ls4kFejw,0.0,5.05,Positive,None,Bark,../data_samples/generated_samples2/Ao4ls4kFejw_0.00_5.05_good.mp4
Ao4ls4kFejw,5.05,9.87,Positive,None,Bark,../data_samples/generated_samples2/Ao4ls4kFejw_5.05_9.87_good.mp4
AZSGKyV5424,0.0,4.35,Negative,mute,Bark,../data_samples/generated_samples2/AZSGKyV5424_0.00_4.35_bad_mute.mp4
AZSGKyV5424,4.35,6.4,Negative,distort,Bark,../data_samples/generated_samples2/AZSGKyV5424_4.35_6.40_bad_distort.mp4
AZSGKyV5424,6.4,8.75,Negative,time_shift,Bark,../data_samples/generated_samples2/AZSGKyV5424_6.40_8.75_bad_time_shift.mp4
J0p_joNdGe0,0.0,4.15,Negative,distort,Bark,../data_samples/generated_samples2/J0p_joNdGe0_0.00_4.15_bad_distort.mp4
J0p_joNdGe0,4.15,8.52,Positive,None,Bark,../data_samples/generated_samples2/J0p_joNdGe0_4.15_8.52_good.mp4
8gYX8XhEOyg,0.0,3.95,Positive,None,Bark,../data_samples/generated_samples2/8gYX8XhEOyg_0.00_3.95_good.mp4
-nvJc7KvBJ8,4.0,8.15,Positive,None,Bark,../data_samples/generated_samples2/-nvJc7KvBJ8_4.00_8.15_good.mp4
4gyda6wcww0,6.0,8.62,Positive,None,Bark,../data_samples/generated_samples2/4gyda6wcww0_6.00_8.62_good.mp4
6GFmnB9lDCU,0.0,2.23,Positive,None,Bark,../data_samples/generated_samples2/6GFmnB9lDCU_0.00_2.23_good.mp4
6GFmnB9lDCU,2.23,4.57,Negative,noise,Bark,../data_samples/generated_samples2/6GFmnB9lDCU_2.23_4.57_bad_noise.mp4
6GFmnB9lDCU,4.57,8.06,Positive,None,Bark,../data_samples/generated_samples2/6GFmnB9lDCU_4.57_8.06_good.mp4
5-xKnAigQnA,1.0,3.05,Negative,mute,Bark,../data_samples/generated_samples2/5-xKnAigQnA_1.00_3.05_bad_mute.mp4
5-xKnAigQnA,3.05,5.6,Positive,None,Bark,../data_samples/generated_samples2/5-xKnAigQnA_3.05_5.60_good.mp4
5-xKnAigQnA,5.6,7.63,Negative,noise,Bark,../data_samples/generated_samples2/5-xKnAigQnA_5.60_7.63_bad_noise.mp4
5-xKnAigQnA,7.63,9.81,Negative,time_shift,Bark,../data_samples/generated_samples2/5-xKnAigQnA_7.63_9.81_bad_time_shift.mp4
6IiL4MF0Z0s,4.0,9.6,Negative,distort,Bark,../data_samples/generated_samples2/6IiL4MF0Z0s_4.00_9.60_bad_distort.mp4
7a-SlB-TV9o,0.0,3.09,Positive,None,Bark,../data_samples/generated_samples2/7a-SlB-TV9o_0.00_3.09_good.mp4
7a-SlB-TV9o,3.09,5.35,Negative,distort,Bark,../data_samples/generated_samples2/7a-SlB-TV9o_3.09_5.35_bad_distort.mp4
7a-SlB-TV9o,5.35,9.24,Negative,time_shift,Bark,../data_samples/generated_samples2/7a-SlB-TV9o_5.35_9.24_bad_time_shift.mp4
Joa_c5pYD7Y,5.0,9.58,Positive,None,Bark,../data_samples/generated_samples2/Joa_c5pYD7Y_5.00_9.58_good.mp4
6IKre5MZpAQ,7.0,9.37,Negative,time_shift,Bark,../data_samples/generated_samples2/6IKre5MZpAQ_7.00_9.37_bad_time_shift.mp4
BWPAtch_Xvg,0.0,4.7,Positive,None,Bark,../data_samples/generated_samples2/BWPAtch_Xvg_0.00_4.70_good.mp4
BWPAtch_Xvg,4.7,7.08,Positive,None,Bark,../data_samples/generated_samples2/BWPAtch_Xvg_4.70_7.08_good.mp4
BWPAtch_Xvg,7.08,9.76,Positive,None,Bark,../data_samples/generated_samples2/BWPAtch_Xvg_7.08_9.76_good.mp4
0eaVWAwYCyU,5.0,7.73,Negative,noise,Bark,../data_samples/generated_samples2/0eaVWAwYCyU_5.00_7.73_bad_noise.mp4
0eaVWAwYCyU,7.73,9.86,Positive,None,Bark,../data_samples/generated_samples2/0eaVWAwYCyU_7.73_9.86_good.mp4
-XZsrkx1QTg,2.0,7.72,Negative,noise,Bark,../data_samples/generated_samples2/-XZsrkx1QTg_2.00_7.72_bad_noise.mp4
-XZsrkx1QTg,7.72,9.96,Negative,noise,Bark,../data_samples/generated_samples2/-XZsrkx1QTg_7.72_9.96_bad_noise.mp4
NDsC25x_gUI,4.0,7.67,Negative,time_shift,Bark,../data_samples/generated_samples2/NDsC25x_gUI_4.00_7.67_bad_time_shift.mp4
NDsC25x_gUI,7.67,9.91,Negative,time_shift,Bark,../data_samples/generated_samples2/NDsC25x_gUI_7.67_9.91_bad_time_shift.mp4
B24WpHI9NBE,0.0,4.69,Positive,None,Bark,../data_samples/generated_samples2/B24WpHI9NBE_0.00_4.69_good.mp4
B24WpHI9NBE,4.69,6.86,Negative,time_shift,Bark,../data_samples/generated_samples2/B24WpHI9NBE_4.69_6.86_bad_time_shift.mp4
B24WpHI9NBE,6.86,9.11,Negative,mute,Bark,../data_samples/generated_samples2/B24WpHI9NBE_6.86_9.11_bad_mute.mp4
LPmkUnCv6ow,0.0,3.31,Positive,None,Bark,../data_samples/generated_samples2/LPmkUnCv6ow_0.00_3.31_good.mp4
LPmkUnCv6ow,3.31,7.52,Negative,mute,Bark,../data_samples/generated_samples2/LPmkUnCv6ow_3.31_7.52_bad_mute.mp4
LPmkUnCv6ow,7.52,9.52,Positive,None,Bark,../data_samples/generated_samples2/LPmkUnCv6ow_7.52_9.52_good.mp4
N-UeTwaW5UQ,6.0,8.93,Negative,noise,Bark,../data_samples/generated_samples2/N-UeTwaW5UQ_6.00_8.93_bad_noise.mp4
MWFQerde_h8,8.0,10.0,Positive,None,Bark,../data_samples/generated_samples2/MWFQerde_h8_8.00_10.00_good.mp4
FUDwqBG3YaQ,4.0,6.15,Negative,time_shift,Bark,../data_samples/generated_samples2/FUDwqBG3YaQ_4.00_6.15_bad_time_shift.mp4
12lHWBzDR9E,0.0,4.17,Positive,None,Bark,../data_samples/generated_samples2/12lHWBzDR9E_0.00_4.17_good.mp4
12lHWBzDR9E,4.17,8.61,Negative,time_shift,Bark,../data_samples/generated_samples2/12lHWBzDR9E_4.17_8.61_bad_time_shift.mp4
Hbbfhs4R31c,3.0,5.66,Negative,time_shift,Bark,../data_samples/generated_samples2/Hbbfhs4R31c_3.00_5.66_bad_time_shift.mp4
4dmBaDl584M,1.0,5.12,Positive,None,Bark,../data_samples/generated_samples2/4dmBaDl584M_1.00_5.12_good.mp4
4dmBaDl584M,5.12,7.81,Positive,None,Bark,../data_samples/generated_samples2/4dmBaDl584M_5.12_7.81_good.mp4
4dmBaDl584M,7.81,9.9,Negative,time_shift,Bark,../data_samples/generated_samples2/4dmBaDl584M_7.81_9.90_bad_time_shift.mp4
K-VceyH2f6c,0.0,5.69,Negative,mute,Bark,../data_samples/generated_samples2/K-VceyH2f6c_0.00_5.69_bad_mute.mp4
K-VceyH2f6c,5.69,9.76,Negative,time_shift,Bark,../data_samples/generated_samples2/K-VceyH2f6c_5.69_9.76_bad_time_shift.mp4
652KFi0iYBc,0.0,2.38,Positive,None,Bark,../data_samples/generated_samples2/652KFi0iYBc_0.00_2.38_good.mp4
652KFi0iYBc,2.38,4.91,Positive,None,Bark,../data_samples/generated_samples2/652KFi0iYBc_2.38_4.91_good.mp4
652KFi0iYBc,4.91,9.44,Negative,noise,Bark,../data_samples/generated_samples2/652KFi0iYBc_4.91_9.44_bad_noise.mp4
47MR-rUOrx4,1.0,3.95,Negative,mute,Bark,../data_samples/generated_samples2/47MR-rUOrx4_1.00_3.95_bad_mute.mp4
47MR-rUOrx4,3.95,6.99,Negative,distort,Bark,../data_samples/generated_samples2/47MR-rUOrx4_3.95_6.99_bad_distort.mp4
47MR-rUOrx4,6.99,9.31,Negative,noise,Bark,../data_samples/generated_samples2/47MR-rUOrx4_6.99_9.31_bad_noise.mp4
